epoch,lr,loss,iou,dice,recall,val_loss,val_iou,val_dice,val_recall
0,9.997779521645793e-05,0.8133226808379678,0.5313088359566619,0.4900354583118241,0.8175257205621399,0.9702056295731488,3.956587390186508e-11,0.36603214985052235,0.0
1,9.991120277927223e-05,0.7160492539405823,0.6006028333552492,0.5478598153058639,0.8641524282836869,0.9937319755554199,3.956587390186508e-11,0.3275334766691745,0.0
2,9.980028840713861e-05,0.6610017699353835,0.6613354818612159,0.586976777357141,0.895816414068902,1.0242699034073774,3.956644261642108e-11,0.2974410570778205,0.0
3,9.964516155915153e-05,0.6550303960547728,0.6747032775577362,0.5903046612218612,0.8714310935734597,1.0173679379855884,3.956644261642108e-11,0.2981932838069972,0.0
4,9.944597532678122e-05,0.6527957705890431,0.6650981233392872,0.5885199350995189,0.8513067412263546,0.838815450668335,0.22891109758835523,0.4193512308051148,0.2290792005078481
5,9.920292628279102e-05,0.6550246985519633,0.6230638246499862,0.5888209310243969,0.8695212399039176,0.5074584028300118,0.8139495127119494,0.6567181274837628,0.8649863359670649
6,9.891625428724366e-05,0.6207916841787451,0.6935921708962496,0.6069828297590548,0.887518922312102,0.6466678100473741,0.5851730651679519,0.5914386610996223,0.8029246588691503
7,9.858624225078842e-05,0.6125623531201306,0.7002981225370408,0.6177343018055326,0.8614007177537027,0.5761479928213007,0.6253290355366359,0.6295979811044579,0.7977491805408172
8,9.821321585546247e-05,0.6187556929448071,0.655350787418606,0.6072239736663446,0.845658076189497,0.55757017696605,0.6888539547714652,0.6420609284808126,0.8340712741202932
9,9.779754323328194e-05,0.5966228667427512,0.6994722518212884,0.6273974812242938,0.892753660838885,0.7433228422613705,0.3896295700402074,0.5061637919778108,0.4694257579009695
10,9.733963460294018e-05,0.609236973173478,0.6852906992363123,0.6217753391317512,0.8449725937248858,0.6258062562521767,0.5766344851589383,0.5891605471094362,0.7063422449354555
11,9.683994186497135e-05,0.6031649919117198,0.6723972049525995,0.6151985665575243,0.8529100610970606,0.515267773586161,0.6656987412431006,0.665451101353016,0.7564444748867346
12,9.629895815577918e-05,0.6036187375293058,0.675923311455267,0.6223496441121449,0.7998410450582863,0.5297679059645709,0.637738524023268,0.6555966107006033,0.7412811069479844
13,9.571721736097092e-05,0.5744366663343766,0.7071357736657478,0.637074248460827,0.8653479720989791,0.5107602494604447,0.6632658064474473,0.6687315960748235,0.8128019602638574
14,9.509529358847659e-05,0.5743940963464624,0.6912717006125039,0.6372890261195243,0.8606183287619307,0.47876016532673554,0.7308370662298538,0.6886203527618979,0.8445061060199126
15,9.44338006019739e-05,0.5615178627126357,0.7302154103321845,0.6476534035723783,0.8440252229124836,0.5435809668372659,0.6754856019475982,0.6378505436475176,0.7654323251170362
16,9.373339121517751e-05,0.5724818636389339,0.6978980335869698,0.6400374125304372,0.8417832615322302,0.5392234711086049,0.6867477236949849,0.6533152091265023,0.840391044959128
17,9.299475664759073e-05,0.5344991894329295,0.7552379186168394,0.6660836320877578,0.8721894442532164,0.4914024682605968,0.7255545800987572,0.6797272386382314,0.8058992759123209
18,9.221862584235533e-05,0.5645569370073431,0.7003625543181253,0.6419846953624401,0.8524309695190154,0.5748211864162894,0.6423013271247211,0.6473312230371162,0.8671606028919692
19,9.140576474687269e-05,0.5326125937349656,0.7585808617431558,0.6580378956623658,0.8564567171174567,0.6618475423139685,0.5126047471451919,0.5634389153687052,0.5236550546775837
20,9.055697555690612e-05,0.5355210199075586,0.722447271424616,0.6588760730391348,0.8674094225594419,0.4747209724257974,0.7407204140242099,0.6919814500968728,0.8291810087706837
21,8.967309592491057e-05,0.5107931301874273,0.7621492094710568,0.6796218743453566,0.8905311774727579,0.5504694475847132,0.7253724050326431,0.6698211643853704,0.934959302383791
22,8.875499813337074e-05,0.506985134938184,0.7769968049055709,0.6811509335830239,0.8652365672465399,0.5555734967484194,0.6685227790229425,0.664580767461838,0.8505215165408974
23,8.780358823396357e-05,0.551963168032029,0.7032060654895629,0.6543375628281138,0.8446457433343317,0.48196687067256255,0.7236036008523739,0.696139749818281,0.8700975513897187
24,8.681980515339469e-05,0.5071379822843215,0.7649713587563634,0.6851873970231913,0.8738236897881567,0.5015167348525104,0.7581634134434894,0.7010198493959008,0.9483197308490164
25,8.580461976679105e-05,0.4889878998784458,0.779242082855635,0.6804393331713756,0.8548187392882376,0.419302084866692,0.8646822531342909,0.7230156198029739,0.9035834507111082
26,8.47590339395644e-05,0.5159024438437294,0.7256364029768079,0.6743505739813721,0.886267988599944,0.54063520712011,0.7493714124011261,0.6607790446670933,0.8690895682364439
27,8.36840795386911e-05,0.48757416360518513,0.7708312738784491,0.6955305339173139,0.8741903376445693,0.5543005045722512,0.7348052845564579,0.6619095278346073,0.8768820052050712
28,8.258081741438401e-05,0.47171550287919883,0.7873197249720114,0.6975800746840097,0.8820446690562422,0.42561503718881044,0.8408561277213247,0.7214423698697106,0.8788678657481047
29,8.145033635316136e-05,0.46209265554652496,0.796733341950619,0.7091858478469422,0.8973844222264759,0.40035124035442576,0.8468375209818847,0.7334375241960897,0.8641053923304316
30,8.029375200334595e-05,0.48243434990153594,0.7564402344829476,0.6952029461422785,0.8639351025957519,0.46352945355808034,0.782592120925655,0.7051965730130508,0.8942624285749254
31,7.911220577405491e-05,0.4773471670992234,0.7660851970012859,0.6978262571223104,0.8768817598540121,0.4068651655141045,0.8593646431839794,0.7329074289729688,0.8888668164853202
32,7.790686370876678e-05,0.45094091927303986,0.7973315119321907,0.714059248465831,0.88659697155408,0.41090771029977236,0.8096143472067391,0.7337370684907558,0.890249343283827
33,7.667891533457724e-05,0.46880584604599895,0.7763960339752025,0.7010620090582332,0.861682890722885,0.41816721593632417,0.7918394614790851,0.7318763972329805,0.8868992088788046
34,7.542957248827967e-05,0.45360291705412026,0.7896609557878117,0.7198137998831314,0.9169378835975587,0.5195174357470345,0.7211198218886281,0.7001161759863931,0.9152786005016602
35,7.416006812042833e-05,0.45597752928733826,0.767189007723102,0.7064274719573206,0.8475676256656609,0.4707884174935958,0.7263707060816207,0.7116161855126243,0.8685158638365751
36,7.287165507856519e-05,0.4477495656293981,0.7883136811498402,0.720504563210227,0.880546540067874,0.44055703107048483,0.718302467744407,0.717113183040667,0.8209199703845756
37,7.156560487081058e-05,0.43405945160809684,0.7977973637122944,0.7239368899565459,0.9004639006256507,0.34700815817889047,0.8752406545405533,0.7689234465631862,0.9032645175083469
38,7.024320641103819e-05,0.43197716509594636,0.8103873426643069,0.729190785880479,0.8960038511748528,0.42072497045292573,0.7902417896210787,0.7468700687736088,0.9257579740347023
39,6.890576474687271e-05,0.427827165407293,0.8011977840473179,0.7256536480708178,0.8919627259458374,0.3934800800155191,0.7987099503212133,0.7484426467730697,0.9192987761328153
40,6.75545997717654e-05,0.44446100557551665,0.7677234349108252,0.7157300632576193,0.8663900979093113,0.4592552009750815,0.7540137228158574,0.7227104205250089,0.9390662695597376
41,6.619104492241853e-05,0.43168417495839734,0.7867710320087856,0.7261709884942951,0.9119841195361527,0.47620147817275105,0.7392867097704344,0.7206708092151756,0.9330906839996267
42,6.48164458628445e-05,0.4187297610675587,0.8097949610967138,0.7346140794378357,0.8921571017620215,0.40553506156977487,0.7828152672200099,0.7411394782697247,0.9182079218102311
43,6.34321591563577e-05,0.4354049177730785,0.7784308680651485,0.7235422802796472,0.8842881457149372,0.4057147362652947,0.7954662153709854,0.7362617657179459,0.8770230490160169
44,6.203955092681049e-05,0.42479680566226735,0.7871340853647311,0.7277664273746834,0.8760548953985751,0.3314632072168238,0.8686754156004016,0.7792988874023902,0.8881092175902953
45,6.063999551039379e-05,0.42159582586849437,0.7910310659110263,0.736401786105302,0.881178946528261,0.3228188858312719,0.8345623814914951,0.7856190496379757,0.8725515048084748
46,5.9234874099333234e-05,0.4208354090943056,0.7925194195705061,0.7365047015163942,0.8662330641715849,0.3393604089232052,0.8557885940348223,0.7698530022031158,0.8706667101746001
47,5.782557337881919e-05,0.4199646921718822,0.7930185813157075,0.7404103671203013,0.8990141440510043,0.34992153504315543,0.8552493700174629,0.7747838107879088,0.9303305158048177
48,5.641348415851586e-05,0.4112895025926478,0.7987675552789041,0.7372862764216869,0.8883804908564856,0.3580189136897816,0.8219786016169649,0.7694230965366987,0.9104814959625342
49,5.500000000000008e-05,0.40983736602699056,0.796391750074016,0.7395398451344446,0.9023682521909167,0.3335922272766338,0.8358301215083963,0.7792901491499303,0.8815357997131654
50,5.3586515841484306e-05,0.4157339877942029,0.7862925490138064,0.7433971114899914,0.9196286158017756,0.303765942068661,0.8388581596669484,0.7969305352466234,0.8702299581333338
51,5.2174426621180974e-05,0.42693396000301137,0.7704616055267521,0.7291180066323572,0.8244686858262364,0.46189218058305626,0.773503698857622,0.7220882247334404,0.9289664012465098
52,5.0765125900666926e-05,0.4133296591394088,0.7761592077578979,0.7347333792329366,0.8787031335043094,0.37958435100667615,0.7749581548670669,0.7580665297763568,0.892810967035988
53,4.936000448960638e-05,0.3890206577146755,0.8081352298420181,0.7505414234222312,0.8903118719844905,0.3052369864547954,0.8859590069244663,0.7954400315998637,0.9128439609460217
54,4.7960449073189674e-05,0.3887711377704845,0.8090270439019432,0.755962946480234,0.9160313486592971,0.2942485949572395,0.8673243432348903,0.8052166366070616,0.9030101467544968
55,4.656784084364245e-05,0.3998064240988563,0.803639866700517,0.743171002528959,0.878013347197483,0.31862098504515257,0.8395732187056748,0.7911332852453181,0.9048583968198577
56,4.5183554137155654e-05,0.3857983087792116,0.8159630515883323,0.7581771141652224,0.9004309171429573,0.3238671229166143,0.8608479926910115,0.7880370493956259,0.9036357020363823
57,4.380895507758159e-05,0.37243517006144805,0.8314509250853465,0.766486957201062,0.9029094359943922,0.3863245897433337,0.7816765160976158,0.7670208149207641,0.9157492772001238
58,4.244540022823474e-05,0.37480796084684487,0.8362126076314483,0.7663653691706411,0.899793364900016,0.33725501509273753,0.827243427620256,0.7801163432411407,0.898125507081358
59,4.109423525312743e-05,0.38307653893442717,0.7979611521403861,0.754278374992152,0.9169250461222065,0.2998815178871155,0.8712465223349612,0.803867205048787,0.9189911769283912
60,3.975679358896194e-05,0.37561147879151735,0.80633335850575,0.7581622663871918,0.8833194716867022,0.29929102168363686,0.8629739271977526,0.8026681009244078,0.9144578580950538
61,3.843439512918955e-05,0.37236646869603324,0.8313917757374005,0.7709586383908087,0.9019013179390599,0.3070274556384367,0.8399542193198707,0.7955658133420401,0.8921476783397814
62,3.7128344921434914e-05,0.37680670794318705,0.8115052452316722,0.7601217539916733,0.8847588286509753,0.29280227247406454,0.8646850873494466,0.8023151429043959,0.8911431494561226
63,3.583993187957177e-05,0.3646505816894419,0.8278727687788647,0.7698461944262525,0.8988005937777903,0.3053779514396892,0.8435553015388713,0.7937592160575571,0.8692348706428689
64,3.457042751172044e-05,0.3653983999701107,0.8327507102477816,0.7736663224872414,0.9064019239087069,0.3445192715700935,0.7827990704192253,0.7738541370626056,0.8515953609503356
65,3.332108466542285e-05,0.38683531389516945,0.8040056608742698,0.752122129751564,0.8838078179226025,0.285917250549092,0.863226542662848,0.8089562438486818,0.886939615956657
66,3.209313629123333e-05,0.37754404194214763,0.794037653509222,0.7550473887949075,0.8978049981584619,0.2791391505914576,0.8492502075598402,0.8109664775247811,0.855721321883967
67,3.088779422594518e-05,0.3543052287662731,0.8462152508435281,0.7809853173172664,0.9082988281305308,0.2723832253147574,0.8652547622001779,0.8151824952035406,0.8758672108831228
68,2.970624799665416e-05,0.3576613848700243,0.8349801958712448,0.7728862361189361,0.8996488343816703,0.2831311120706446,0.8767939569091753,0.8091003659738553,0.8962564375112283
69,2.8549663646838757e-05,0.35624802463194905,0.8337460417561654,0.7735352203501018,0.927174101752727,0.2951086444013259,0.8347543712229334,0.8008838286114897,0.8487213636240535
70,2.7419182585616097e-05,0.353698053780724,0.8373750601605324,0.7766403925629278,0.8924245745779373,0.29045439643018384,0.8717099634986359,0.805706063411751,0.9147002045345453
71,2.6315920461309e-05,0.34988346082322735,0.8347268144678713,0.7765546353499222,0.9371315026693968,0.25820886387544517,0.8944290803144764,0.8269016142884504,0.9243413803599151
72,2.524096606043571e-05,0.3711151445613188,0.805659893832838,0.7627884832077586,0.8827145035758263,0.2647586289574118,0.8981757618274632,0.8221844118557129,0.9262934968913803
73,2.4195380233209042e-05,0.34376908312825594,0.840996460085408,0.7786449738118905,0.922103608504024,0.27514896147391377,0.8773289385468841,0.8161872405988985,0.9033761700077844
74,2.3180194846605398e-05,0.3497244505321278,0.8504563790975811,0.7804120808534594,0.9107144866856985,0.296103389824138,0.8494749974011281,0.8030804936863647,0.897876404016537
75,2.219641176603652e-05,0.3416210973964018,0.8497308471605581,0.78227821241571,0.9221329416311829,0.27842526576098275,0.8749688142874695,0.8130382441615736,0.9070711768412167
76,2.124500186662935e-05,0.34484804202528563,0.8426560601668656,0.7813539388853636,0.9038889857349276,0.2637912578442517,0.87745471647419,0.82179722367751,0.8888984972739298
77,2.0326904075089513e-05,0.3465090753401027,0.8437605737660913,0.7766958890178866,0.914329423738959,0.2582404736210318,0.8818533911281377,0.8254494416844208,0.8996129188747461
78,1.9443024443093955e-05,0.3510149235234541,0.8326921088824732,0.7764142031721001,0.9198979682435303,0.2485250217073104,0.8855505377465296,0.8336763113838601,0.9131727513747545
79,1.8594235253127392e-05,0.34801651362110586,0.830510160083185,0.7837982055441112,0.901746982324175,0.25314780368524437,0.8909255336576024,0.8295999909172183,0.9129899646873542
80,1.7781374157644745e-05,0.3427620503832312,0.8299415762681139,0.7764504625132445,0.9002631961195435,0.255972402937272,0.8901432272569813,0.8277769731101229,0.9120373201285057
81,1.7005243352409347e-05,0.3563539806534262,0.8230417376411394,0.7747551802968371,0.9098368829085979,0.2614531166413251,0.8804313304705319,0.8237531030937526,0.8967224080390155
82,1.6266608784822544e-05,0.3431420685613857,0.8406688182197671,0.7850120421919974,0.9165567289676669,0.2507284756969003,0.8895001335623179,0.8317679915798937,0.9157471138613035
83,1.5566199398026153e-05,0.3311851795981912,0.8516856528628024,0.7920384820677114,0.9187576328855324,0.25851208146880655,0.8853284839693745,0.8268321762576004,0.9131583871762275
84,1.4904706411523462e-05,0.33737769898246317,0.8569089094903459,0.7916192204452384,0.9199564037265431,0.2610734455725726,0.8766354487141693,0.8237081133582519,0.8913565919564552
85,1.428278263902914e-05,0.3313559924854952,0.8458275185754945,0.7870484746861387,0.901252409409428,0.2643468800713034,0.8672933186129056,0.8213660073020371,0.8785925925980809
86,1.370104184422087e-05,0.33200788234963136,0.8432091549047553,0.7881717857643128,0.9326176400674652,0.24495385499561534,0.8887844091170681,0.8346887137471598,0.9143224813137882
87,1.3160058135028698e-05,0.3266883273335064,0.8561849840380811,0.7916159335436322,0.9176238499430572,0.2534358518965104,0.8837754309489363,0.8287720927839093,0.8988827477521273
88,1.2660365397059863e-05,0.33979694194653454,0.8419828574260597,0.7818742322816449,0.8991249420122646,0.24647793875021093,0.8900225736780136,0.834212413418111,0.9055032032202709
89,1.2202456766718098e-05,0.33042718820712147,0.8411632872279753,0.7883116863480379,0.9387522149925677,0.24183200387393727,0.8858189588702345,0.8376655370013092,0.9041272854703651
90,1.1786784144537573e-05,0.3249465735519634,0.8540417792864448,0.787883791131605,0.9112288115950369,0.24254942115615397,0.8962594941335285,0.8368017004194679,0.9148223253411368
91,1.1413757749211612e-05,0.3441316485404968,0.8290989133013015,0.7769409238172507,0.9129922757180831,0.23836017531507156,0.9006000806639924,0.8388700735657063,0.9180950565225773
92,1.1083745712756375e-05,0.3266346927951364,0.8555659602370781,0.7924139852598959,0.9286489560202859,0.23584834793034723,0.8987675679533765,0.8400069285773535,0.9141453932306818
93,1.0797073717209012e-05,0.32819045115919676,0.8532296745684542,0.7926138002367759,0.909773219890914,0.24275426128331354,0.8993026240544868,0.8359387177924913,0.9166292563399479
94,1.0554024673218808e-05,0.3377933283062542,0.8428300600059135,0.7828523984459964,0.9169412766643008,0.2438238964361303,0.8908687611636271,0.8352909692291333,0.9094192162216467
95,1.0354838440848503e-05,0.33306213161524606,0.8524046504934304,0.7893575225592261,0.9163278741202316,0.24682348090059616,0.8901502589828594,0.8328419680157952,0.906156173497291
96,1.0199711592861402e-05,0.32248596759403453,0.8676607221015958,0.7902429889340127,0.921970145165592,0.24250843244440415,0.8983412462587177,0.8366421900339178,0.9197321204450363
97,1.0088797220727781e-05,0.32475825092371774,0.8518581207839349,0.791517516864133,0.9205200582145441,0.24544300226604238,0.8862025866705461,0.8342760854904883,0.8986500343132886
98,1.002220478354208e-05,0.3153560775167802,0.8689285475264175,0.8020469846464485,0.9288445119602793,0.24781161897322712,0.8913067056401863,0.8327124082430318,0.910053029755552
99,1e-05,0.3382246503058602,0.8444724733976957,0.7868463596050183,0.9119577311232514,0.2361303480232463,0.894361303541198,0.8402888347631466,0.9087949928408401
